,city,state,pop,latitude,longitude,count,count_pop
715,Maryville,TN,28464,35.75647,-83.97046,1,3.5132096683530073e-05
716,Bedford,MA,12502,42.49065,-71.27617,1,7.998720204767237e-05
717,Buchanan,MI,4362,41.82727,-86.36112,1,0.00022925263640531865
718,Easthampton,MA,16611,42.26676,-72.66898,1,6.0201071579074104e-05
719,Brockport,NY,8357,43.21367,-77.93918,1,0.00011966016513102789
720,Quitman,GA,3871,30.78492,-83.55988,1,0.0002583311805734952
721,Edinburg,TX,84497,26.30174,-98.16334,2,2.3669479389800822e-05
722,Deer Park,WA,3941,47.95434,-117.47689,1,0.0002537427048972342
723,Pullman,WA,32816,46.73127,-117.17962,1,3.047294002925402e-05
724,Swarthmore,PA,6211,39.90206,-75.34991,1,0.00016100466913540493
725,Opelika,AL,29527,32.64541,-85.37828,4,0.00013546923155078404
726,Lorain,OH,63647,41.45282,-82.18237,5,7.855829811302968e-05
727,Kaneohe,HI,34597,21.39994,-157.79895,4,0.0001156169610081799
728,Germantown,MD,86395,39.17316,-77.27165,2,2.3149487817582035e-05
729,Lathrop,CA,20866,37.8227,-121.27661,1,4.792485382919582e-05
730,Newport Beach,CA,87127,33.61891,-117.92895,4,4.590999345782593e-05
731,Menifee,CA,87174,33.72835,-117.14642,1,1.1471310253057104e-05
732,Kayenta,AZ,5189,36.72778,-110.25458,1,0.0001927153594141453
733,Eagan,MN,66286,44.80413,-93.16689,3,4.525842561023444e-05
734,Shaker Heights,OH,27646,41.47394,-81.53707,2,7.234319612240469e-05
735,Tukwila,WA,20018,47.47399,-122.26096,1,4.995504046358277e-05
736,Hobart,IN,28404,41.53226,-87.25504,1,3.520630897056752e-05
737,Medina,OH,26339,41.13839,-81.86375,2,7.593302707012416e-05
738,Idaho Falls,ID,59184,43.46658,-112.03414,1,1.689645850229792e-05
739,Hammond,IN,77614,41.58337,-87.50004,1,1.2884273455819826e-05
740,The Acreage,FL,38704,26.79404,-80.26749,1,2.583712277800744e-05
741,Tarrytown,NY,11560,41.07621,-73.85875,2,0.00017301038062283736
742,Elberton,GA,4453,34.11159,-82.86863,1,0.00022456770716370987
743,Fayetteville,NC,201963,35.05266,-78.87836,1,4.9514019894733195e-06
744,Valencia,CA,148456,34.44361,-118.60953,4,2.6944010346499975e-05
745,Tybee Island,GA,3102,32.00022,-80.84567,1,0.0003223726627981947
746,La Crosse,WI,52306,43.80136,-91.23958,2,3.823653118189118e-05
747,Pleasant Hill,CA,34810,37.94798,-122.0608,2,5.745475438092502e-05
748,Freehold,NJ,11959,40.26011,-74.27376,1,8.361903169161301e-05
749,Monterey,CA,28338,36.60024,-121.89468,1,3.528830545557202e-05
750,Wake Forest,NC,38199,35.97987,-78.50972,1,2.617869577737637e-05
751,Grand Island,NY,20813,43.03311,-78.96254,1,4.804689376831788e-05
752,Indio,CA,87533,33.7207,-116.21677,1,1.142426284943964e-05
753,Pacific,MO,7161,38.482,-90.74152,1,0.00013964530093562352
754,Empire,CA,4189,37.63826,-120.90215,1,0.00023872045834328001
755,Seymour,TN,10919,35.89064,-83.72462,2,0.00018316695668101475
756,Cannon Falls,MN,4062,44.50691,-92.90548,1,0.0002461841457410143
757,Sauk City,WI,3489,43.27082,-89.72207,1,0.00028661507595299513
758,Maplewood,NJ,25008,40.73121,-74.27348,1,3.99872040946897e-05
759,Glassboro,NJ,19216,39.70289,-75.11184,1,5.203996669442132e-05
760,Paducah,KY,24864,37.08339,-88.60005,1,4.021879021879022e-05
761,Arvada,CO,115368,39.80276,-105.08748,2,1.73358296928091e-05
762,Woburn,MA,39555,42.47926,-71.15228,2,5.056250790039186e-05
763,Rochester,MN,112225,44.02163,-92.4699,1,8.910670527957229e-06
764,Walnut,CA,30237,34.02029,-117.86534,1,3.307206402751596e-05
765,Sunset,UT,5183,41.13633,-112.03105,1,0.00019293845263360988
766,Johnstown,PA,19966,40.32674,-78.92197,1,5.0085144746068314e-05
767,Morgantown,WV,30708,39.62953,-79.9559,1,3.2564803959880164e-05
768,Montpelier,VT,7592,44.26006,-72.57539,2,0.00026343519494204424
769,Ypsilanti,MI,19945,42.24115,-83.61299,1,5.0137879167711205e-05
770,Weston,FL,69959,26.10037,-80.39977,1,1.4294086536399891e-05
771,Iowa City,IA,74220,41.66113,-91.53017,5,6.736728644570196e-05
772,Argyle,TX,3905,33.12123,-97.18335,1,0.00025608194622279127
773,Corpus Christi,TX,324074,27.80058,-97.39638,4,1.2342859964082278e-05
774,Key West,FL,25755,24.55524,-81.78163,1,3.8827412152980005e-05
775,Mobile,AL,194288,30.69436,-88.04305,3,1.5440994811825742e-05
776,Hyattsville,MD,18501,38.95594,-76.94553,1,5.4051132371223176e-05
777,Mankato,MN,41044,44.15906,-94.00915,1,2.4364097066562713e-05
778,Glendale,CA,201020,34.14251,-118.25508,2,9.949258780220874e-06
779,Topeka,KS,127265,39.04833,-95.67804,6,4.7145719561544806e-05
780,Oreland,PA,5678,40.11844,-75.17768,1,0.00017611835153222966
781,Springfield,TN,16808,36.50921,-86.885,2,0.00011899095668729176
782,Anderson,MO,1982,36.65063,-94.44355,1,0.0005045408678102926
783,Nacogdoches,TX,33894,31.60351,-94.65549,1,2.9503746975865936e-05
784,State College,PA,42161,40.79339,-77.86,2,4.743720499988141e-05
785,Fife,WA,9970,47.23927,-122.35707,2,0.00020060180541624874
786,Upland,CA,76443,34.09751,-117.64839,1,1.3081642531036197e-05
787,Fairhope,AL,18730,30.52297,-87.90333,2,0.00010678056593699947
788,Lone Star,TX,1631,33.78566,-95.38773,1,0.0006131207847946045
789,Lehi,UT,58486,40.39162,-111.85077,3,5.129432684745067e-05
790,Columbus,GA,200579,32.46098,-84.98771,1,4.985566784159857e-06
791,Independence,MO,117255,39.09112,-94.41551,4,3.411368385143491e-05
792,Stonewall,MS,1031,32.13181,-88.79338,1,0.0009699321047526673
793,Elizabeth,NJ,129007,40.66399,-74.2107,1,7.751517359523126e-06
794,Waco,TX,132356,31.54933,-97.14667,5,3.777690471153556e-05
795,Biloxi,MS,45637,30.39603,-88.88531,19,0.00041632885597212786
796,Wailua Homesteads,HI,5188,22.07244,-159.37677,1,0.00019275250578257516
797,Danville,IL,32108,40.12448,-87.63002,1,3.1144886009717205e-05
798,Ipswich,MA,4222,42.67926,-70.84116,1,0.00023685457129322596
799,Chesterfield,VA,0,37.37709,-77.50582,1,inf
800,Takoma Park,MD,17713,38.97789,-77.00748,2,0.00011291142099023316
801,Brewster,MA,2000,41.76011,-70.0828,1,0.0005
802,Roseville,MI,47637,42.49726,-82.93714,1,2.099208598358419e-05
803,Milford,CT,52759,41.22232,-73.0565,1,1.8954112094618928e-05
804,Muncie,IN,70087,40.19338,-85.38636,2,2.853596244667342e-05
805,Springfield,PA,23363,39.93067,-75.32019,1,4.28027222531353e-05
806,Lima,OH,37873,40.74255,-84.10523,1,2.6404034536477173e-05
807,Land O' Lakes,FL,31996,28.2189,-82.45759,2,6.250781347668459e-05
808,Ocean Springs,MS,17636,30.41131,-88.82781,1,5.670220004536176e-05
809,Park City,UT,8128,40.64606,-111.49797,1,0.00012303149606299212
810,Chelmsford,MA,33925,42.59981,-71.36728,3,8.843036109064112e-05
811,Burleson,TX,43625,32.54208,-97.32085,1,2.2922636103151864e-05
812,Lakeland,FL,104401,28.03947,-81.9498,3,2.873535694102547e-05
813,Killeen,TX,140806,31.11712,-97.7278,1,7.101970086501996e-06
814,Mount Ephraim,NJ,4639,39.87845,-75.09267,1,0.0002155636990730761
815,Roswell,GA,94501,34.02316,-84.36159,2,2.1163797208495148e-05
816,Concord,MA,16810,42.46037,-71.34895,1,5.94883997620464e-05
817,Richfield,MN,36216,44.8833,-93.283,1,2.76121051468964e-05
818,Fairwood,WA,19102,47.44843,-122.15734,1,5.235053921055387e-05
819,Morris Plains,NJ,5532,40.82177,-74.48099,1,0.00018076644974692697
820,Mims,FL,7058,28.66527,-80.84478,1,0.00014168319637291018
821,Aurora,IL,200661,41.76058,-88.32007,1,4.983529435216609e-06
822,Rainier,WA,1985,46.88815,-122.68846,2,0.0010075566750629723
823,West Orange,NJ,48131,40.79871,-74.23904,1,2.0776630446074254e-05
824,Salisbury,NC,34017,35.67097,-80.47423,3,8.819119851838787e-05
825,Lebanon,NH,13579,43.64229,-72.25176,1,7.364312541424258e-05
826,Riverdale Park,MD,7305,38.96344,-76.93164,1,0.00013689253935660506
827,Stillwater,OK,48967,36.11561,-97.05837,1,2.0421916801110953e-05
828,Spartanburg,SC,37867,34.94957,-81.93205,4,0.00010563287295006206
829,Julian,CA,1502,33.07866,-116.60196,2,0.0013315579227696406
830,Wallingford,CT,17712,41.45704,-72.82316,1,5.6458897922312554e-05
831,Lowell,MI,3906,42.93364,-85.34196,1,0.0002560163850486431
832,Wickenburg,AZ,6806,33.96864,-112.72962,1,0.00014692918013517486
833,Lancaster,NY,10258,42.90061,-78.67031,1,9.748488984207447e-05
834,Gaithersburg,MD,67456,39.14344,-77.20137,1,1.4824478178368122e-05
835,Fargo,ND,118523,46.87719,-96.7898,1,8.437180969094606e-06
836,Maricopa,AZ,48602,33.05811,-112.04764,1,2.05752849676968e-05
837,Coral Gables,FL,51117,25.72149,-80.26838,1,1.956296339769548e-05
838,Montclair,NJ,39701,40.82593,-74.20903,4,0.00010075312964408957
839,Sartell,MN,16788,45.62163,-94.20694,1,5.9566356921610674e-05
840,Lewisville,TX,104039,33.04623,-96.99417,7,6.728246138467306e-05
841,Kittanning,PA,3885,40.81645,-79.52199,1,0.0002574002574002574
842,Donalsonville,GA,2675,31.04046,-84.87909,1,0.00037383177570093456
843,Warner Robins,GA,73490,32.61574,-83.62664,1,1.3607293509320996e-05
844,Bristol,PA,9569,40.10067,-74.85183,5,0.0005225206395652628
845,Peachtree Corners,GA,40978,33.9701,-84.22159,1,2.4403338376689932e-05
846,Pico Rivera,CA,64218,33.98307,-118.09673,3,4.671587405400355e-05
847,Saugus,MA,26628,42.46482,-71.01005,1,3.755445395823945e-05
848,Novato,CA,55530,38.10742,-122.5697,1,1.8008283810552853e-05
849,Ashburn,VA,43511,39.04372,-77.48749,1,2.298269403139436e-05
850,Alton,IL,27003,38.8906,-90.18428,1,3.703292226789616e-05
851,Ronkonkoma,NY,19082,40.81538,-73.11233,1,5.2405408238130174e-05
852,Titusville,FL,45393,28.61222,-80.80755,1,2.202982838763686e-05
853,Palm Desert,CA,51869,33.72255,-116.37697,2,3.855867666621681e-05
854,El Paso,TX,681124,31.75872,-106.48693,8,1.1745291606227353e-05
855,Spring Valley,CA,28205,32.74477,-116.99892,1,3.5454706612302785e-05
856,Oxford,MA,6103,42.11676,-71.86479,1,0.00016385384237260363
857,Jacksonville,AL,12222,33.81382,-85.7613,4,0.0003272786777941417
858,Dunwoody,GA,48733,33.94621,-84.33465,1,2.0519976196827612e-05
859,Mendota Heights,MN,11223,44.88358,-93.13827,2,0.00017820547090795688
860,Gresham,OR,110553,45.49818,-122.43148,1,9.045435221115664e-06
861,Mystic,CT,4205,41.35427,-71.96646,2,0.0004756242568370987
862,Keller,TX,45758,32.93457,-97.25168,4,8.741640805979283e-05
863,Hagerstown,MD,40432,39.64176,-77.71999,1,2.4732884843688168e-05
864,Windham,OH,2205,41.23506,-81.04926,1,0.00045351473922902497
865,Reston,VA,58404,38.96872,-77.3411,1,1.7122114923635366e-05
866,Chattanooga,TN,176588,35.04563,-85.30968,4,2.2651595804924457e-05
867,The Villages,FL,51442,28.93408,-81.95994,3,5.831810582792271e-05
868,Oak Ridge,TN,29302,36.01036,-84.26964,1,3.4127363319909904e-05
869,Soldotna,AK,4544,60.48778,-151.05833,1,0.00022007042253521127
870,West Hartford,CT,63268,41.76204,-72.74204,1,1.5805778592653473e-05
871,Berwick,ME,2187,43.26592,-70.8645,1,0.0004572473708276177
872,Greeley,CO,100883,40.42331,-104.70913,1,9.912472864605534e-06
873,Avra Valley,AZ,6050,32.43785,-111.31539,1,0.00016528925619834712
874,Greenfield,IN,21497,39.78504,-85.76942,1,4.651811880727544e-05
875,Bel Air,MD,10190,39.53594,-76.34829,1,9.813542688910697e-05
876,Fremont,CA,232206,37.54827,-121.98857,7,3.014564653798782e-05
877,Chula Vista,CA,265757,32.64005,-117.0842,3,1.1288507922651144e-05
878,Kearney,NE,33021,40.69946,-99.08148,1,3.0283758820144755e-05
879,Colonie,NY,7906,42.71786,-73.83346,1,0.00012648621300278268
880,West Jordan,UT,111946,40.60967,-111.9391,9,8.039590516856341e-05
881,Mooresville,NC,36009,35.58486,-80.81007,1,2.7770835069010526e-05
882,Hamilton,OH,62407,39.3995,-84.56134,3,4.807153043729069e-05
883,Elk River,MN,23963,45.30385,-93.56718,1,4.173100196135709e-05
884,Chester,PA,34092,39.84967,-75.35707,2,5.8664789393406076e-05
885,Harrisonville,MO,9986,38.65334,-94.34884,1,0.0001001401962747847
886,Vail,AZ,10208,32.04786,-110.71203,1,9.796238244514106e-05
887,Evergreen Park,IL,19841,41.72059,-87.70172,2,0.00010080137089864422
888,Sidney,OH,20858,40.28422,-84.1555,1,4.794323520951194e-05
889,Winchester,MA,21374,42.45232,-71.137,1,4.678581454103116e-05
890,Pocomoke City,MD,4133,38.07568,-75.56798,1,0.00024195499637067505
891,Garden Grove,CA,175393,33.77391,-117.94145,1,5.701481815123751e-06
892,Cherry Hill,NJ,70475,39.93484,-75.03073,1,1.4189428875487762e-05
893,Urbana,IL,42311,40.11059,-88.20727,1,2.3634515846942877e-05
894,Dayton,OH,140599,39.75895,-84.19161,4,2.8449704478694728e-05
895,Jacksonville Beach,FL,23064,30.29469,-81.39314,1,4.3357613596947624e-05
896,Utica,NY,61100,43.1009,-75.23266,1,1.6366612111292963e-05
897,Frankfort,KY,27830,38.20091,-84.87328,1,3.593244699964068e-05
898,Goleta,CA,30944,34.43583,-119.82764,1,3.2316442605997934e-05
899,Cranston,RI,81073,41.77982,-71.43728,1,1.2334562678080249e-05
900,Fairview,NC,3684,35.13848,-80.53757,1,0.0002714440825190011
901,Calabasas,CA,23058,34.15778,-118.63842,2,8.673779165582444e-05
902,Rancho Cucamonga,CA,175236,34.1064,-117.59311,1,5.7065899700974685e-06
903,Mountain House,CA,9675,37.78326,-121.54273,1,0.00010335917312661498
904,Central Point,OR,17995,42.37596,-122.91643,3,0.0001667129758266185
905,Rapid City,SD,73569,44.08054,-103.23101,1,1.3592681700172627e-05
906,Richmond,CA,109708,37.93576,-122.34775,1,9.115105552922302e-06
907,Gilbert,AZ,247542,33.35283,-111.78903,1,4.039718512414055e-06
908,Sunbury,OH,5097,40.24256,-82.85907,1,0.00019619383951343929
909,Cupertino,CA,60572,37.323,-122.03218,1,1.6509278214356467e-05
910,Redmond,OR,28654,44.27262,-121.17392,1,3.4899141481119564e-05
911,Alpine,TX,5952,30.35862,-103.66206,1,0.00016801075268817206
912,Taylor,TX,16702,30.57076,-97.40944,1,5.987306909352173e-05
913,Gentry,AR,3397,36.26758,-94.48466,1,0.00029437739181630853
914,Lorton,VA,18610,38.70428,-77.22776,3,0.0001612036539494895
915,New Fairfield,CT,14126,41.46648,-73.48568,1,7.079144839303412e-05
916,South Lake Tahoe,CA,21706,38.93324,-119.98435,1,4.607021100156639e-05
917,Cleveland,AL,1315,33.99093,-86.57749,1,0.0007604562737642585
918,San Rafael,CA,59162,37.97353,-122.53109,1,1.6902741624691524e-05
919,Macon,GA,91351,32.84069,-83.6324,2,2.1893575330319317e-05
920,New Brunswick,NJ,57035,40.48622,-74.45182,1,1.7533093714385905e-05
921,Yorktown,VA,195,37.23876,-76.50967,3,0.015384615384615385
922,Lexington,MA,31394,42.44732,-71.2245,1,3.185322036057845e-05
923,Pleasanton,CA,79510,37.66243,-121.87468,2,2.515406867060747e-05
924,Marshall,MI,7045,42.27226,-84.96331,2,0.00028388928317956
925,Harrison,AR,13138,36.22979,-93.10768,1,7.611508601004719e-05
926,Sewickley,PA,3829,40.53646,-80.1845,1,0.00026116479498563595
927,Yankton,SD,14557,42.87111,-97.39728,1,6.869547296833139e-05
928,Minnetonka,MN,51669,44.9133,-93.50329,1,1.935396465966053e-05
929,Ogden,UT,85444,41.223,-111.97383,1,1.1703571930153083e-05
930,Newtown,CT,1967,41.41398,-73.30345,1,0.0005083884087442806
931,Galion,OH,10127,40.73367,-82.7899,1,9.874592673052236e-05
932,Savannah,GA,145674,32.08354,-81.09983,2,1.372928593983827e-05
933,Heath,TX,8211,32.83651,-96.47499,1,0.00012178784557301182
934,Carpinteria,CA,13727,34.39888,-119.51846,1,7.284912945290303e-05
935,Bellmawr,NJ,11462,39.86761,-75.09462,1,8.724480893386844e-05
936,Tishomingo,OK,3075,34.23621,-96.67861,1,0.0003252032520325203
937,Maple Valley,WA,25686,47.39272,-122.04641,2,7.786342754808066e-05
938,Avon,OH,22544,41.45171,-82.03542,2,8.87154009936125e-05
939,Emmaus,PA,11368,40.53954,-75.49685,1,8.796622097114708e-05
940,West Allis,WI,60620,43.01668,-88.00703,1,1.649620587264929e-05
941,Gonzales,LA,10678,30.23853,-90.9201,1,9.365049634763064e-05
942,Southborough,MA,9686,42.30565,-71.52451,2,0.00020648358455502787
943,Petaluma,CA,60438,38.23242,-122.63665,1,1.6545881730037394e-05
944,Sunset,FL,16389,25.70594,-80.35228,1,6.101653548111538e-05
945,Paia,HI,2668,20.90333,-156.36944,1,0.0003748125937031484
946,Wilmington,OH,12449,39.44534,-83.82854,1,8.032773716764399e-05
947,Owensboro,KY,59042,37.77422,-87.11333,1,1.693709562684191e-05
948,Del Mar,CA,4351,32.95949,-117.26531,1,0.00022983222247759135
949,Plum,PA,27505,40.50035,-79.74949,1,3.6357025995273585e-05
950,Mount Vernon,VA,12416,38.71919,-77.10726,1,8.054123711340206e-05
951,Pleasant Prairie,WI,20726,42.55308,-87.93341,11,0.0005307343433368716
952,Fenton,MO,4052,38.51311,-90.43595,1,0.00024679170779861795
953,Hamburg,NY,9576,42.71589,-78.82948,1,0.00010442773600668337
954,Fort Lee,NJ,36672,40.85093,-73.97014,1,2.7268760907504364e-05
955,Port Orange,FL,59866,29.13832,-80.99561,2,3.3407944409180505e-05
956,Troy,MI,83280,42.60559,-83.14993,2,2.4015369836695485e-05
957,Los Altos,CA,30671,37.38522,-122.11413,2,6.520817710540902e-05
958,Holland,MI,33742,42.78752,-86.10893,1,2.9636654614427123e-05
959,Chesterfield,MO,47864,38.66311,-90.57707,2,4.178505766337958e-05
960,Painesville,OH,19776,41.72449,-81.24566,2,0.0001011326860841424
961,Brookings,SD,23657,44.31136,-96.79839,2,8.454157331867947e-05
962,Belfair,WA,3931,47.45065,-122.82737,1,0.0002543881963876876
963,Galt,CA,25303,38.25464,-121.29995,1,3.9521005414377744e-05
964,Seguin,TX,27864,29.56884,-97.96473,1,3.588860178007465e-05
965,Los Chavez,NM,5446,34.72571,-106.75726,5,0.000918105031215571
966,Shawnee,KS,65046,39.04167,-94.72024,1,1.537373551025428e-05
967,Oxnard,CA,207254,34.1975,-119.17705,2,9.649994692502919e-06
968,Westbrook,ME,17978,43.67703,-70.37116,1,5.5623539882078096e-05
969,Norwich,CT,39899,41.52426,-72.07591,1,2.5063284794105115e-05
970,Hubbard,OR,3299,45.18234,-122.80787,2,0.0006062443164595332
971,Portland,CT,5862,41.57288,-72.64065,5,0.0008529512111907199
972,Bainbridge Island,WA,23840,47.62621,-122.52124,1,4.194630872483221e-05
973,Porter Heights,TX,1653,30.15188,-95.32188,1,0.0006049606775559589
974,Williamsburg,VA,15052,37.2707,-76.70746,1,6.643635397289396e-05
975,Bertram,TX,1390,30.7438,-98.05558,1,0.0007194244604316547
976,Corsicana,TX,23952,32.09543,-96.46887,1,4.1750167000668006e-05
977,Gadsden,AL,36084,34.01434,-86.00639,1,2.771311384547168e-05
978,Westerville,OH,38384,40.12617,-82.92907,1,2.6052521884118383e-05
979,Tifton,GA,16725,31.45046,-83.5085,1,5.979073243647235e-05
980,Cheektowaga,NY,75178,42.90339,-78.75475,1,1.330176381388172e-05
981,Longview,WA,36848,46.13817,-122.93817,1,2.713851498046027e-05
982,Avon Lake,OH,23453,41.50532,-82.0282,1,4.263846842621413e-05
983,Huntersville,NC,52704,35.41069,-80.84285,2,3.7947783849423196e-05
984,Surfside Beach,SC,4280,33.606,-78.97309,1,0.00023364485981308412
985,Anchor Point,AK,1930,59.77667,-151.83139,1,0.0005181347150259067
986,Ellensburg,WA,19001,46.99651,-120.54785,1,5.2628809010052104e-05
987,Lancaster,CA,161103,34.69804,-118.13674,1,6.207209052593683e-06
988,Londonderry,NH,11037,42.86509,-71.37395,1,9.06043308870164e-05
989,Castle Rock,CO,55591,39.37221,-104.85609,1,1.7988523322120486e-05
990,Cedar Hills,UT,10265,40.41412,-111.75854,2,0.0001948368241597662
991,Albia,IA,3829,41.02667,-92.80575,1,0.00026116479498563595
992,Van Nuys,CA,136443,34.18667,-118.44897,1,7.3290678158645e-06
993,Traverse City,MI,15218,44.76306,-85.62063,1,6.57116572479958e-05
994,Toppenish,WA,8995,46.37735,-120.30867,3,0.00033351862145636465
995,Tonawanda,NY,14907,43.02033,-78.88031,1,6.708257865432348e-05
996,Southfield,MI,73156,42.47337,-83.22187,1,1.366941877631363e-05
997,Superior,WI,26579,46.72077,-92.10408,1,3.76236878738854e-05
998,Pearisburg,VA,2678,37.32673,-80.73702,1,0.0003734129947722181
999,Farmington,NM,42871,36.72806,-108.21869,1,2.3325791327470786e-05
1000,Paris,TX,24782,33.66094,-95.55551,1,4.03518682915019e-05
1001,Morgan Hill,CA,42948,37.1305,-121.65439,3,6.985191394244202e-05
1002,South Bend,IN,101516,41.68338,-86.25001,2,1.9701327869498403e-05
1003,Butte,MT,34190,46.00382,-112.53474,2,5.8496636443404506e-05
1004,Devils Lake,ND,7351,48.11278,-98.86512,1,0.00013603591348115902
1005,Cookeville,TN,32113,36.16284,-85.50164,1,3.114003674524336e-05
1006,Palmyra,VA,104,37.86097,-78.26334,1,0.009615384615384616
1007,El Dorado Hills,CA,42108,38.68574,-121.08217,1,2.374845635033723e-05
1008,Newington,CT,30562,41.69788,-72.72371,2,6.54407434068451e-05
1009,Cortland,NY,18907,42.60118,-76.18048,1,5.2890463849367956e-05
1010,Niceville,FL,14714,30.51686,-86.48217,3,0.00020388745412532283
1011,Palmer,AK,6788,61.59941,-149.11456,2,0.0002946375957572186
1012,Casper,WY,60285,42.86663,-106.31308,1,1.658787426391308e-05
1013,Maple Grove,MN,68385,45.07246,-93.45579,1,1.4623089858887182e-05
1014,Juneau,AK,32756,58.30194,-134.41972,1,3.0528758090120894e-05
1015,New Bedford,MA,94958,41.63622,-70.93421,2,2.1061943174877314e-05
1016,La Quinta,CA,40476,33.66336,-116.31001,6,0.00014823599169878446
1017,North Wales,PA,3250,40.21094,-75.27823,1,0.0003076923076923077
1018,Harlan,KY,1639,36.84314,-83.32185,2,0.0012202562538133007
1019,Truth or Consequences,NM,6079,33.1284,-107.25281,1,0.00016450074025333114
1020,Palm Bay,FL,107888,28.03446,-80.58866,1,9.26887142221563e-06
1021,Portsmouth,RI,17756,41.60232,-71.25033,1,5.6318990763685515e-05
1022,Yonkers,NY,201116,40.93121,-73.89875,1,4.972254818114919e-06
1023,Huntington,NY,18046,40.86815,-73.42568,1,5.54139421478444e-05
1024,Plainfield,IL,42527,41.62697,-88.20395,1,2.351447315822889e-05
1025,Bisbee,AZ,5208,31.44815,-109.92841,1,0.00019201228878648233
1026,Bristol,TN,26666,36.59511,-82.18874,2,7.500187504687617e-05
1027,London,KY,8126,37.12898,-84.08326,1,0.00012306177701206005
1028,Lexington,VA,7262,37.78402,-79.44282,1,0.00013770311209033325
1029,Costa Mesa,CA,113204,33.64113,-117.91867,1,8.833610119783754e-06
1030,West,TX,2883,31.80238,-97.09167,1,0.000346860908775581
1031,Hilo,HI,43263,19.72991,-155.09073,2,4.622887918082426e-05
1032,Lakewood,WA,59829,47.17176,-122.51846,1,1.6714302428588143e-05
1033,Hebron,NE,1543,40.16639,-97.58588,9,0.005832793259883344
1034,Russellville,AR,29166,35.27842,-93.13379,1,3.428649797709662e-05
1035,McLean,VA,48115,38.93428,-77.17748,1,2.078353943676608e-05
1036,Huntington Beach,CA,201899,33.6603,-117.99923,3,1.485891460581776e-05
1037,Long Neck,DE,1980,38.62011,-75.15074,1,0.000505050505050505
1038,Zanesville,OH,25498,39.94035,-82.01319,1,3.92187622558632e-05
1039,South Lyon,MI,11722,42.46059,-83.65161,1,8.530967411704488e-05
1040,Miramar,FL,137132,25.98731,-80.23227,1,7.292243969314237e-06
1041,North Charleston,SC,108304,32.85462,-79.97481,1,9.233269315999409e-06
1042,Washougal,WA,15288,45.58262,-122.35342,1,6.541077969649399e-05
1043,Dublin,CA,57721,37.70215,-121.93579,3,5.1974151521976404e-05
1044,Pukalani,HI,7574,20.83667,-156.33667,1,0.0001320306311064167
1045,Whitesburg,KY,2006,37.11843,-82.82683,1,0.0004985044865403788
1046,Chico,CA,90316,39.72849,-121.83748,1,1.1072235262854865e-05
1047,Beltsville,MD,16772,39.03483,-76.90747,1,5.9623181492964464e-05
1048,Pembroke Pines,FL,166611,26.00315,-80.22394,1,6.002004669559633e-06
1049,Melbourne Beach,FL,3219,28.06835,-80.56033,1,0.00031065548306927616
1050,Conway,AR,64980,35.0887,-92.4421,5,7.694675284702985e-05
1051,Roseville,CA,130269,38.75212,-121.28801,1,7.676423400809095e-06
1052,Bedford,NH,21188,42.94647,-71.5159,1,4.7196526335661694e-05
1053,Ripon,CA,15151,37.74159,-121.12438,1,6.60022440762986e-05
1054,Grapevine,TX,51404,32.93429,-97.07807,1,1.945373900863746e-05
1055,Avondale Estates,GA,3139,33.77149,-84.26714,1,0.00031857279388340236
1056,Waldorf,MD,67752,38.62456,-76.93914,1,1.47597118904239e-05
1057,Farrell,PA,4792,41.21228,-80.49674,1,0.00020868113522537563
1058,Jefferson,WI,7941,43.00556,-88.80733,1,0.0001259287243420224
1059,Wheeling,WV,27648,40.06396,-80.72091,1,3.616898148148148e-05
1060,Attleboro,MA,44284,41.94454,-71.28561,1,2.258151928461747e-05
1061,El Cerrito,CA,23549,37.91576,-122.31164,1,4.2464648180389826e-05
1062,Ashley,PA,2726,41.21036,-75.89659,1,0.00036683785766691124
1063,University Place,WA,32842,47.23565,-122.5504,1,3.044881554107545e-05
1064,Middlesboro,KY,10730,36.60842,-83.71658,1,9.319664492078285e-05
1065,Sammamish,WA,52253,47.64177,-122.0804,2,3.827531433601899e-05
1066,Wheatland,WY,3659,42.05407,-104.95295,1,0.00027329871549603714
1067,Augusta,GA,43459,33.47097,-81.97484,1,2.3010193515727468e-05
1068,Maplewood,MO,7945,38.61255,-90.32456,1,0.00012586532410320956
1069,Chagrin Falls,OH,4021,41.43616,-81.3865,1,0.0002486943546381497
1070,Miami Lakes,FL,30972,25.90871,-80.30866,1,3.228722717293039e-05
1071,Anaheim,CA,350742,33.83529,-117.9145,2,5.702197056525879e-06
1072,Ada,OK,17303,34.77453,-96.67834,1,5.779344622319829e-05
1073,Winchester,VA,27284,39.18566,-78.16333,1,3.6651517372819234e-05
1074,Anniston,AL,22347,33.65983,-85.83163,3,0.00013424620754463686
1075,Dublin,OH,45098,40.09923,-83.11408,1,2.2173932325158542e-05
1076,Wilsonville,OR,22729,45.29984,-122.77371,1,4.399665625412469e-05
1077,Englewood,FL,14863,26.96201,-82.3526,1,6.728116800107649e-05
1078,The Bronx,NY,1385108,40.84985,-73.86641,1,7.219653629897452e-07
1079,Concord,CA,128667,37.97798,-122.03107,1,7.772000590672045e-06
1080,El Segundo,CA,17037,33.91918,-118.41647,1,5.869577977343429e-05
1081,Torrance,CA,148475,33.83585,-118.34063,1,6.735140596059942e-06
1082,Oneonta,NY,13862,42.45286,-75.06377,1,7.213966238638003e-05
